339,0.0,1,0
442,0.0,52,57
547,0.0,100,100
648,0.0,90,85
749,0.0,68,73
850,0.0,4,9
953,0.0,14,9
1056,0.0,30,35
1160,0.0,71,61
1261,0.0,100,100
1363,0.0,100,95
1471,0.0,100,100
1572,0.0,95,100
1673,0.0,100,100
1775,0.0,100,100
1876,0.0,100,100
1981,0.0,100,95
2081,0.0,100,100
2182,0.0,100,95
2283,0.0,100,95
2383,0.0,100,100
2489,0.0,100,100
2589,0.0,100,100
2690,0.0,100,100
2791,0.0,100,100
2904,0.0,100,95
3004,0.0,100,100
3105,0.0,100,100
3223,0.16,100,100
3323,0.16,100,100
3424,0.16,100,100
3525,0.16,100,100
3626,0.16,100,100
3726,0.16,100,100
3827,0.16,52,47
3963,0.16,42,50
4064,0.16,80,70
4165,0.16,95,100
4266,0.16,80,76
4367,0.16,55,60
4472,0.16,40,40
4572,0.16,35,30
4674,0.16,76,71
4780,0.16,75,80
4881,0.16,42,47
4983,0.16,63,68
5084,0.16,63,63
5185,0.16,4,0
5286,0.16,0,0
5393,0.16,26,35
5663,0.16,98,98
5763,0.16,100,95
5864,0.16,100,100
5964,0.16,100,100
6065,0.16,100,100
6173,0.16,100,100
6274,0.16,100,100
6375,0.16,100,100
6475,0.16,100,100
6576,0.16,100,100
6676,0.16,95,95
6777,0.16,100,100
6878,0.16,100,100
6979,0.16,100,100
7079,0.16,100,100
7180,0.16,100,100
7281,0.16,73,73
7382,0.16,57,63
7483,0.16,45,31
7585,0.16,26,31
7687,0.16,0,5
7789,0.16,30,30
7889,0.16,0,5
7991,0.16,0,0
8093,0.16,0,5
8194,1.59,50,50
8295,1.59,55,61
8396,1.59,55,55
8497,1.59,80,75
8598,1.59,57,57
8699,1.59,45,50
8800,1.59,35,30
8901,1.59,4,0
9003,1.59,0,10
9104,1.59,90,85
9205,1.59,100,100
9306,1.59,100,100
9406,1.59,100,100
9507,1.59,100,100
9607,1.59,100,100
9708,1.59,100,100
9808,1.59,26,31
9909,1.59,30,30
10010,1.59,52,63
10111,1.59,65,57
10213,1.59,35,36
10314,1.59,42,42
10415,1.59,45,44
10516,1.59,52,42
10617,1.59,42,47
10717,1.59,65,60
10818,1.59,0,5
10919,1.59,30,25
11020,1.59,33,38
11122,1.59,35,40
11224,1.59,52,52
11324,1.59,90,90
11425,1.59,57,52
11526,1.59,73,78
11627,1.59,52,57
11728,1.59,0,0
11828,1.59,33,38
11929,1.59,42,33
12031,1.59,60,65
12132,1.59,42,47
12233,1.59,31,30
12334,1.59,9,5
12435,1.59,35,47
12536,1.59,66,61
12637,1.59,28,23
12739,1.59,68,68
12839,1.59,52,42
12941,1.59,55,55
13042,1.59,5,10
13146,1.59,35,30
13247,1.54,52,64
13348,1.54,31,36
13448,1.54,15,15
13551,1.54,47,45
13652,1.54,65,65
13753,1.54,0,0
13855,1.54,0,0
13956,1.54,4,9
14145,1.54,97,97
14249,1.54,100,100
14350,1.54,100,100
14450,1.54,100,100
14551,1.54,100,100
14653,1.54,100,95
14754,1.54,78,84
14855,1.54,52,52
14956,1.54,35,40
15057,1.54,50,40
15159,1.54,50,44
15260,1.54,52,52
15361,1.54,38,36
15466,1.54,66,75
15567,1.54,11,11
15668,1.54,23,23
15769,1.54,44,55
15870,1.54,44,55
15971,1.54,0,0
16071,1.54,0,0
16172,1.54,0,0
16273,1.54,0,0
16373,1.54,4,0
16474,1.54,0,0
16575,1.54,0,0
16937,1.54,98,100
17038,1.54,100,100
17139,1.54,100,100
17239,1.54,100,95
17340,1.54,100,100
17441,1.54,52,57
17541,1.54,38,44
17643,1.54,25,30
17745,1.54,25,20
17846,1.54,60,65
17947,1.54,77,83
18148,1.54,79,79
18249,1.58,61,66
18349,1.58,50,45
18452,1.58,57,63
18553,1.58,20,15
18657,1.58,21,31
18759,1.58,40,35
18860,1.58,70,70
18961,1.58,16,22
19062,1.58,44,50
19163,1.58,60,55
19265,1.58,23,23
19369,1.58,45,40
19471,1.58,44,44
19573,1.58,10,9
19674,1.58,4,0
19776,1.58,0,5
19877,1.58,14,9
19979,1.58,0,0
20081,1.58,0,0
20183,1.58,0,0
20466,1.58,67,69
20585,1.58,100,100
20686,1.58,100,100
20786,1.58,100,95
20887,1.58,100,100
20988,1.58,100,100
21088,1.58,63,72
21206,1.58,61,57
21306,1.58,40,35
21408,1.58,15,25
21510,1.58,57,55
21611,1.58,33,38
21712,1.58,47,47
21813,1.58,0,0
21914,1.58,26,25
22016,1.58,38,47
22118,1.58,50,40
22220,1.58,63,68
22321,1.58,0,0
22422,1.58,5,5
22685,1.58,67,67
22786,1.58,100,100
22887,1.58,100,100
22987,1.58,100,100
23088,1.58,100,100
23188,9.38,100,100
23289,9.38,80,80
23389,9.38,68,68
23490,9.38,50,50
23592,9.38,31,36
23713,9.38,29,29
23814,9.38,20,20
23916,9.38,31,31
24046,9.38,61,61
24146,9.38,52,52
24248,9.38,36,42
24351,9.38,52,52
24452,9.38,31,36
24552,9.38,33,38
24653,9.38,100,100
24754,9.38,85,89
24855,9.38,28,23
24955,9.38,0,0
25056,9.38,0,5
25157,9.38,21,70
25414,9.38,100,100
25514,9.38,100,100
25615,9.38,100,100
25715,9.38,100,100
25816,9.38,100,100
25916,9.38,76,68
26018,9.38,73,63
26119,9.38,44,55
26220,9.38,22,27
26322,9.38,9,14
26424,9.38,55,61
26527,9.38,42,38
26628,9.38,66,57
26729,9.38,14,9
26833,9.38,38,47
26935,9.38,44,58
27036,9.38,26,26
27137,9.38,27,36
27238,9.38,31,33
27339,9.38,65,61
27440,9.38,10,11
27542,9.38,31,42
27644,9.38,41,44
27745,9.38,0,0
27846,9.38,4,0
27948,9.38,0,0
28061,9.38,86,86
28181,14.0,100,100
28289,14.0,100,100
28393,14.0,100,95
28494,14.0,100,100
28595,14.0,100,100
28695,14.0,100,100
28796,14.0,70,75
28897,14.0,36,42
28998,14.0,63,57
29099,14.0,45,45
29199,14.0,57,68
29300,14.0,57,47
29402,14.0,38,50
29503,14.0,42,47
29604,14.0,22,27
29706,14.0,61,52
29806,14.0,57,63
29907,14.0,10,10
30009,14.0,22,27
30111,14.0,45,44
30212,14.0,44,50
30314,14.0,40,31
30415,14.0,64,76
30516,14.0,70,70
