0,359,success
0,302,success
1,301,success
1,356,success
1,321,success
1,302,success
1,476,success
2,353,success
2,462,success
2,353,success
1001,208,success
1001,203,success
1002,201,success
1019,207,success
1051,206,success
1052,209,success
1054,201,success
1057,207,success
1160,214,success
1174,215,success
1384,188,success
1386,194,success
1388,225,success
1390,189,success
1391,186,success
1391,196,success
1393,228,success
1395,230,success
1398,185,success
1401,196,success
1600,238,success
1600,226,success
1600,209,success
1603,181,success
1606,238,success
1608,224,success
1612,215,success
1637,207,success
1644,213,success
1644,225,success
1834,216,success
1862,219,success
1862,200,success
1868,195,success
1870,218,success
1878,217,success
1878,218,success
1880,209,success
1891,204,success
1891,204,success
2181,220,success
2185,209,success
2189,200,success
2191,206,success
2196,208,success
2201,197,success
2204,218,success
2204,218,success
2204,219,success
2204,209,success
2416,165,success
2418,190,success
2424,178,success
2426,172,success
2426,172,success
2427,213,success
2438,226,success
2438,227,success
2438,172,success
2438,215,success
2616,206,success
2622,313,success
2623,206,success
2623,212,success
2628,322,success
2640,209,success
2664,212,success
2669,205,success
2678,214,success
2678,209,success
2898,219,success
2898,219,success
2898,215,success
2901,203,success
2902,206,success
2904,218,success
2905,215,success
2905,206,success
3004,214,success
3014,207,success
3313,201,success
3317,196,success
3317,217,success
3317,203,success
3326,200,success
3327,189,success
3327,198,success
3329,202,success
3329,201,success
3331,195,success
3535,197,success
3540,194,success
3541,183,success
3545,202,success
3545,186,success
3545,186,success
3548,186,success
3548,182,success
3548,198,success
3562,184,success
3753,195,success
3753,194,success
3753,194,success
3756,227,success
3756,193,success
3757,219,success
3764,195,success
3766,195,success
3769,195,success
3772,191,success
3972,205,success
3976,204,success
3976,205,success
3976,186,success
3976,193,success
3978,185,success
3978,211,success
3978,203,success
4001,205,success
4010,189,success
4207,228,success
4207,224,success
4208,212,success
4212,226,success
4224,229,success
4224,226,success
4224,225,success
4224,226,success
4227,228,success
4233,212,success
4545,209,success
4545,195,success
4557,201,success
4560,199,success
4560,202,success
4561,194,success
4561,200,success
4561,195,success
4563,194,success
4563,195,success
4771,189,success
4771,196,success
4771,195,success
4771,183,success
4774,194,success
4776,188,success
4777,186,success
4777,190,success
4779,186,success
4785,196,success
4979,184,success
4986,182,success
4986,178,success
4986,175,success
4986,171,success
4989,182,success
4992,174,success
4992,220,success
4992,209,success
4992,180,success
5178,147,success
5183,216,success
5183,169,success
5185,199,success
5189,226,success
5189,203,success
5190,215,success
5190,148,success
5219,188,success
5226,196,success
5381,173,success
5383,173,success
5403,174,success
5423,154,success
5430,169,success
5433,154,success
5437,171,success
5450,187,success
5450,158,success
5460,153,success
5716,100,success
5718,112,success
5718,130,success
5723,131,success
5733,123,success
5736,123,success
5736,118,success
5737,109,success
5738,116,success
5752,118,success
5859,122,success
5871,113,success
5871,118,success
5877,131,success
5877,128,success
5879,128,success
5883,124,success
5883,131,success
5890,132,success
5891,133,success
6013,124,success
6019,124,success
6022,131,success
6026,111,success
6029,143,success
6031,119,success
6032,110,success
6032,115,success
6033,115,success
6034,135,success
6158,143,success
6159,134,success
6163,134,success
6163,144,success
6167,154,success
6171,132,success
6171,142,success
6178,127,success
6182,140,success
6191,147,success
6331,115,success
6334,118,success
6335,116,success
6335,122,success
6344,121,success
6344,116,success
6344,118,success
6345,110,success
6349,112,success
6356,118,success
6474,97,success
6477,127,success
6479,106,success
6480,106,success
6480,103,success
6482,105,success
6482,129,success
6482,118,success
6485,118,success
6486,132,success
6592,116,success
6599,121,success
6602,134,success
6602,122,success
6602,122,success
6615,130,success
6616,126,success
6623,123,success
6628,127,success
6628,123,success
6752,117,success
6757,91,success
6758,91,success
6758,120,success
6760,117,success
6760,134,success
6762,111,success
6763,134,success
6766,137,success
6770,119,success
6871,106,success
6871,118,success
6892,117,success
6897,118,success
6897,107,success
6899,105,success
6900,112,success
6914,112,success
6914,100,success
6918,106,success
7027,103,success
7032,119,success
7032,118,success
7032,121,success
7034,123,success
7039,105,success
7039,124,success
7043,103,success
7044,120,success
7044,106,success
7158,98,success
7158,111,success
7160,114,success
7161,94,success
7173,118,success
7174,123,success
7176,126,success
7176,106,success
7178,125,success
7179,114,success
7284,109,success
7288,107,success
7298,121,success
7301,105,success
7305,105,success
7307,116,success
7309,121,success
7315,120,success
7315,120,success
7317,121,success
7434,107,success
7434,109,success
7435,170,success
7437,335,success
7446,168,success
7449,104,success
7449,167,success
7449,335,success
7449,108,success
7450,169,success
7566,133,success
7568,117,success
7570,117,success
7570,113,success
7630,139,success
7630,114,success
7631,148,success
7632,147,success
7797,147,success
7797,147,success
8797,124,success
8797,120,success
8800,109,success
8800,126,success
8816,108,success
8823,113,success
8831,116,success
8831,112,success
8831,118,success
8831,125,success
8952,141,success
8952,103,success
8956,119,success
8956,120,success
8959,119,success
8962,121,success
8962,120,success
8966,143,success
8969,141,success
8969,125,success
9082,124,success
9099,120,success
9099,105,success
9099,123,success
9101,124,success
9101,107,success
9106,110,success
9120,124,success
9120,108,success
9124,114,success
9236,122,success
9237,121,success
9240,105,success
9242,133,success
9244,124,success
9251,116,success
9254,118,success
9254,107,success
9255,116,success
9256,122,success
9373,115,success
9377,134,success
9386,126,success
9387,117,success
9388,116,success
9390,106,success
9390,114,success
9390,124,success
9393,115,success
9402,122,success
9517,132,success
9525,129,success
9525,126,success
9527,136,success
9527,136,success
9527,136,success
9532,136,success
9535,129,success
9536,96,success
9544,122,success
9648,121,success
9673,122,success
9677,127,success
9680,123,success
9681,125,success
9683,136,success
9688,125,success
9688,126,success
9688,118,success
9688,130,success
9820,122,success
9822,110,success
9823,116,success
9825,128,success
9827,117,success
9827,127,success
9827,123,success
9828,127,success
9832,127,success
9839,116,success
9957,136,success
9962,110,success
9963,127,success
9964,134,success
9969,109,success
9970,132,success
9975,131,success
9975,133,success
9975,123,success
9975,105,success
10091,131,success
10096,130,success
10096,125,success
10110,127,success
10115,130,success
10120,129,success
10120,102,success
10120,111,success
10120,103,success
10122,121,success
10233,108,success
10236,133,success
10244,120,success
10254,113,success
10257,107,success
10259,152,success
10262,122,success
10262,123,success
10262,144,success
10262,136,success
10381,129,success
10381,131,success
10387,129,success
10393,131,success
10397,119,success
10398,118,success
10406,128,success
