339,2.56,1,0
442,2.56,40,50
543,2.56,95,95
647,2.56,90,90
751,3.64,100,100
852,3.64,90,95
954,3.64,100,100
1055,3.64,100,90
1159,3.64,100,100
1260,3.64,100,100
1361,3.64,100,100
1461,3.64,94,100
1588,3.64,100,96
1688,3.64,100,100
1789,3.64,100,100
1889,3.64,95,95
1995,3.64,100,100
2099,3.64,100,100
2236,3.64,100,100
2336,3.64,95,95
2438,3.64,100,100
2538,3.64,100,100
2639,3.64,100,95
2740,3.64,100,100
2840,3.64,100,100
2941,3.64,100,100
3042,3.64,100,100
3143,3.64,100,95
3244,3.64,100,100
3344,3.64,100,100
3445,3.64,100,100
3546,3.64,100,100
3647,3.64,100,100
3748,3.64,100,100
3849,3.64,100,100
3949,3.64,100,100
4050,3.64,100,95
4151,3.64,100,100
4252,3.64,100,100
4352,3.64,100,100
4453,3.64,100,100
4554,3.64,100,95
4654,3.64,90,90
4755,3.64,55,52
4856,3.64,52,50
4957,3.64,55,55
5057,3.64,50,50
5158,3.64,30,30
5259,3.64,4,0
5361,3.64,0,5
5462,3.64,0,0
5564,3.64,0,0
5666,3.64,0,0
5768,3.35,0,0
5870,3.35,0,0
5971,3.35,0,0
6073,3.35,0,5
6175,3.35,0,0
6277,3.35,4,5
6378,3.35,0,0
6480,3.35,0,0
6582,3.35,0,0
6684,3.35,4,0
6785,3.35,0,0
6887,3.35,0,0
6989,3.35,0,5
7091,3.35,0,0
7192,3.35,0,0
7294,3.35,0,0
7396,3.35,4,0
7498,3.35,0,5
7600,3.35,0,0
7701,3.35,0,0
7803,3.35,4,0
7905,3.35,0,0
8007,3.35,0,0
8108,3.35,4,0
8210,3.35,0,5
8312,3.35,0,0
8414,3.35,0,0
8516,3.35,0,0
8617,3.35,0,0
8719,3.35,0,0
8821,3.35,0,0
8923,3.35,57,57
9023,3.35,100,100
9124,3.35,100,100
9224,3.35,100,100
9325,3.35,100,100
9425,3.35,100,100
9526,3.35,100,100
9626,3.35,100,100
9732,3.35,66,66
9832,3.35,63,63
9933,3.35,84,94
10035,3.35,100,100
10136,3.35,52,57
10239,3.35,50,50
10340,3.35,83,88
10583,3.35,90,88
10684,3.35,100,100
10785,11.08,100,100
10885,11.08,100,100
10986,11.08,95,95
11086,11.08,100,100
11187,11.08,100,100
11287,11.08,100,95
11388,11.08,38,33
11490,11.08,10,15
11591,11.08,85,85
11693,11.08,61,57
11794,11.08,35,47
11895,11.08,90,81
11995,11.08,100,100
12111,11.08,100,100
12211,11.08,100,100
12315,11.08,100,100
12416,11.08,100,100
12517,11.08,100,100
12617,11.08,100,100
12718,11.08,100,100
12819,11.08,63,65
12920,11.08,36,44
13021,11.08,47,52
13122,11.08,63,63
13223,11.08,89,89
13323,11.08,100,100
13424,11.08,100,100
13524,11.08,100,100
13625,11.08,100,100
13725,11.08,100,100
13826,11.08,100,100
13926,11.08,95,90
14027,11.08,71,63
14128,11.08,16,29
14229,11.08,14,9
14334,11.08,66,61
14435,11.08,45,45
14536,11.08,28,28
14638,11.08,5,5
14746,11.08,47,57
14847,11.08,100,100
14947,11.08,100,100
15048,11.08,100,100
15149,11.08,100,100
15249,11.08,100,100
15350,11.08,100,100
15450,11.08,100,100
15551,11.08,100,90
15652,11.08,47,55
15753,11.08,31,42
15855,10.2,35,30
15957,10.2,57,63
16057,10.2,100,100
16158,10.2,78,84
16259,10.2,90,86
16363,10.2,100,100
16464,10.2,100,100
16565,10.2,100,100
16665,10.2,100,100
16766,10.2,100,100
16867,10.2,100,100
16974,10.2,100,100
17075,10.2,52,47
17177,10.2,65,65
17277,10.2,57,57
17379,10.2,60,57
17480,10.2,42,35
17581,10.2,44,55
17772,10.2,92,92
17872,10.2,100,100
17973,10.2,100,95
18073,10.2,100,100
18174,10.2,100,100
18274,10.2,100,100
18375,10.2,90,85
18481,10.2,80,80
18582,10.2,45,50
18684,10.2,23,13
18785,10.2,20,21
18886,10.2,50,61
18987,10.2,57,57
19131,10.2,93,89
19231,10.2,100,84
19367,10.2,100,100
19597,10.2,100,100
19739,10.2,100,100
19846,10.2,100,100
19954,10.2,100,100
20056,10.2,90,90
20156,10.2,61,66
20257,10.2,29,35
20359,10.2,94,100
20459,10.2,100,95
20560,10.2,100,100
20660,10.2,100,100
20761,10.2,100,100
20861,17.31,100,100
20962,17.31,100,95
21063,17.31,76,76
21163,17.31,55,66
21265,17.31,71,61
21366,17.31,71,71
21467,17.31,21,26
21568,17.31,63,63
21669,17.31,57,63
21770,17.31,90,85
21870,17.31,100,100
21971,17.31,100,100
22071,17.31,100,95
22172,17.31,100,100
22272,17.31,100,100
22373,17.31,100,100
22473,17.31,100,100
22578,17.31,47,57
22679,17.31,52,40
22780,17.31,50,57
22882,17.31,30,25
22994,17.31,54,54
23095,17.31,55,63
23244,17.31,78,85
23344,17.31,100,100
23445,17.31,100,100
23587,17.31,100,100
23688,17.31,100,100
23789,17.31,100,100
23889,17.31,100,95
23990,17.31,100,100
24090,17.31,100,100
24191,17.31,90,81
24292,17.31,60,61
24393,17.31,26,30
24494,17.31,85,89
24595,17.31,100,100
24695,17.31,100,100
24796,17.31,100,95
24897,17.31,100,100
24997,17.31,100,100
25098,17.31,100,100
25198,17.31,95,100
25299,17.31,55,66
25400,17.31,47,38
25501,17.31,0,15
25603,17.31,42,28
25705,17.31,55,66
25806,15.92,44,55
25963,15.92,93,96
26064,15.92,100,100
26165,15.92,100,100
26265,15.92,100,100
26366,15.92,100,100
26466,15.92,100,100
26567,15.92,100,100
26667,15.92,61,57
26768,15.92,44,50
26869,15.92,45,45
26970,15.92,47,42
27075,15.92,30,30
27177,15.92,65,65
27277,15.92,55,61
27379,15.92,38,50
27479,15.92,100,95
27580,15.92,100,100
27691,15.92,100,95
27792,15.92,100,100
27893,15.92,100,100
27995,15.92,100,100
28096,15.92,100,100
28197,15.92,47,45
28300,15.92,57,60
28418,15.92,45,41
28519,15.92,60,65
28620,15.92,70,65
28819,15.92,84,84
28920,15.92,100,100
29021,15.92,100,100
29121,15.92,100,100
29222,15.92,100,100
29322,15.92,100,100
29423,15.92,100,95
29523,15.92,28,23
29702,15.92,70,76
29802,15.92,85,85
29903,15.92,60,55
30004,15.92,42,47
30104,15.92,57,57
30275,15.92,100,100
30376,15.92,100,100
30477,15.92,100,100
