0,344,success
0,346,success
0,363,success
1,318,success
1,361,success
1,329,success
1,328,success
1,343,success
2,362,success
2,304,success
1085,112,success
1097,93,success
1108,99,success
1108,101,success
1122,91,success
1123,84,success
1125,96,success
1141,106,success
1141,95,success
1141,104,success
1244,76,success
1249,114,success
1249,106,success
1249,111,success
1254,111,success
1254,112,success
1259,111,success
1265,112,success
1266,98,success
1266,93,success
1361,94,success
1382,93,success
1383,95,success
1393,92,success
1398,93,success
1398,91,success
1398,92,success
1399,92,success
1399,84,success
1399,92,success
1501,82,success
1507,87,success
1507,85,success
1507,88,success
1507,87,success
1508,73,success
1508,77,success
1508,71,success
1509,94,success
1510,86,success
1597,93,success
1599,99,success
1603,101,success
1607,99,success
1613,90,success
1613,96,success
1613,77,success
1614,95,success
1614,95,success
1621,70,success
1701,84,success
1709,73,success
1723,87,success
1724,75,success
1728,79,success
1728,88,success
1728,88,success
1730,71,success
1730,89,success
1732,88,success
1814,83,success
1816,77,success
1819,87,success
1823,81,success
1827,81,success
1831,86,success
1833,79,success
1833,84,success
1834,95,success
1834,92,success
1923,76,success
1928,83,success
1928,90,success
1928,89,success
1929,85,success
1934,86,success
1934,86,success
1934,87,success
1942,85,success
1942,81,success
2027,103,success
2032,103,success
2036,99,success
2036,90,success
2039,101,success
2041,99,success
2041,96,success
2041,102,success
2042,92,success
2042,99,success
2147,70,success
2150,73,success
2154,85,success
2156,87,success
2156,85,success
2156,85,success
2158,85,success
2160,85,success
2160,89,success
2160,86,success
2244,78,success
2247,83,success
2259,84,success
2259,70,success
2259,90,success
2259,83,success
2260,88,success
2261,87,success
2261,82,success
2264,75,success
2346,73,success
2350,70,success
2353,87,success
2358,80,success
2358,77,success
2358,78,success
2359,86,success
2363,87,success
2364,79,success
2366,80,success
2462,75,success
2465,92,success
2472,83,success
2472,71,success
2472,78,success
2472,84,success
2475,90,success
2480,81,success
2480,85,success
2480,90,success
2566,70,success
2569,87,success
2573,80,success
2577,79,success
2577,82,success
2579,81,success
2579,90,success
2586,85,success
2586,93,success
2586,81,success
2669,75,success
2679,74,success
2679,78,success
2681,92,success
2681,75,success
2682,89,success
2686,80,success
2686,73,success
2690,87,success
2692,72,success
2774,72,success
2777,87,success
2778,87,success
2781,86,success
2781,68,success
2783,89,success
2789,90,success
2797,87,success
2797,85,success
2797,92,success
2876,77,success
2879,86,success
2894,85,success
2894,82,success
2894,72,success
2894,80,success
2896,78,success
2897,85,success
2899,82,success
2899,81,success
2986,84,success
2989,86,success
2991,69,success
2995,85,success
2995,76,success
2995,73,success
2997,85,success
2997,84,success
2998,84,success
2999,80,success
3079,82,success
3083,87,success
3086,80,success
3089,89,success
3093,74,success
3095,86,success
3095,84,success
3095,80,success
3096,84,success
3096,79,success
3183,90,success
3188,101,success
3189,95,success
3189,93,success
3190,96,success
3194,92,success
3194,98,success
3195,98,success
3195,99,success
3197,87,success
3295,72,success
3298,93,success
3303,75,success
3303,85,success
3305,79,success
3305,86,success
3307,90,success
3308,77,success
3308,84,success
3309,80,success
3391,103,success
3396,84,success
3400,86,success
3400,83,success
3404,102,success
3404,80,success
3408,79,success
3408,93,success
3413,84,success
3413,86,success
3505,92,success
3505,95,success
3506,91,success
3507,94,success
3508,93,success
3509,92,success
3511,93,success
3519,86,success
3525,92,success
3527,97,success
3625,95,success
3630,93,success
3630,77,success
3630,75,success
3630,93,success
3631,94,success
3631,89,success
3632,92,success
3632,75,success
3634,93,success
3721,88,success
3721,71,success
3724,90,success
3739,91,success
3739,75,success
3741,89,success
3741,90,success
3742,87,success
3743,91,success
3743,87,success
3825,74,success
3830,78,success
3842,80,success
3842,78,success
3842,78,success
3844,72,success
3845,83,success
3845,77,success
3846,81,success
3846,63,success
3920,75,success
3929,86,success
3931,67,success
3935,82,success
3935,72,success
3935,82,success
3935,81,success
3938,83,success
3939,84,success
3942,85,success
4018,91,success
4023,99,success
4025,91,success
4033,99,success
4033,102,success
4033,100,success
4035,97,success
4035,94,success
4036,100,success
4036,103,success
4138,83,success
4139,79,success
4144,67,success
4148,75,success
4148,82,success
4149,84,success
4149,82,success
4149,84,success
4150,85,success
4152,82,success
4229,65,success
4237,83,success
4241,78,success
4245,77,success
4245,71,success
4245,79,success
4245,82,success
4247,77,success
4247,78,success
4247,79,success
4324,73,success
4331,77,success
4337,79,success
4337,77,success
4337,73,success
4337,84,success
4339,83,success
4339,78,success
4342,83,success
4342,85,success
4425,74,success
4425,83,success
4429,82,success
4430,83,success
4431,76,success
4431,82,success
4436,76,success
4436,84,success
4437,88,success
4437,82,success
4521,93,success
4524,102,success
4524,90,success
4529,88,success
4530,84,success
4530,78,success
4530,84,success
4531,74,success
4532,84,success
4536,85,success
4630,74,success
4633,78,success
4634,67,success
4635,66,success
4638,73,success
4638,82,success
4645,83,success
4645,82,success
4645,83,success
4647,83,success
4722,70,success
4723,69,success
4728,85,success
4729,84,success
4733,86,success
4738,72,success
4738,85,success
4738,84,success
4739,83,success
4739,85,success
4818,80,success
4819,79,success
4823,89,success
4834,82,success
4834,83,success
4834,84,success
4835,83,success
4835,87,success
4836,73,success
4837,80,success
4924,69,success
4929,89,success
4929,82,success
4929,72,success
4933,86,success
4933,82,success
4933,85,success
4935,90,success
4937,88,success
4939,91,success
5018,69,success
5021,76,success
5031,91,success
5032,86,success
5035,86,success
5036,82,success
5038,89,success
5038,81,success
5040,88,success
5041,90,success
5120,80,success
5128,82,success
5135,81,success
5135,74,success
5139,81,success
5139,79,success
5141,96,success
5143,88,success
5143,82,success
5144,73,success
5227,66,success
5228,82,success
5234,81,success
5234,83,success
5236,83,success
5236,82,success
5236,80,success
5237,80,success
5244,80,success
5251,74,success
5326,95,success
5333,94,success
5341,82,success
5341,96,success
5342,93,success
5342,80,success
5342,76,success
5343,94,success
5343,92,success
5344,92,success
5431,69,success
5435,79,success
5436,79,success
5448,84,success
5448,76,success
5448,80,success
5449,85,success
5449,83,success
5450,80,success
5450,82,success
5530,82,success
5537,78,success
5540,76,success
5540,82,success
5542,84,success
5542,81,success
5544,83,success
5544,92,success
5546,89,success
5546,82,success
5632,92,success
5634,75,success
5638,92,success
5638,89,success
5638,91,success
5638,81,success
5642,80,success
5642,92,success
5648,92,success
5650,80,success
5736,90,success
5740,70,success
5742,84,success
5742,75,success
5750,92,success
5753,90,success
5753,91,success
5753,76,success
5753,92,success
5754,78,success
5835,76,success
5840,91,success
5840,96,success
5844,79,success
5849,95,success
5855,99,success
5855,94,success
5857,95,success
5857,95,success
5857,87,success
5945,69,success
5949,70,success
5958,82,success
5960,83,success
5964,74,success
5964,82,success
5965,75,success
5966,82,success
5966,76,success
5969,65,success
6041,98,success
6046,90,success
6046,98,success
6051,98,success
